"osm_id","name","lon","lat","any_url","opening_hours"
"1446804460","มิราเคิลกาแฟ",99.0440216,18.779823,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1459660867","Art Bosang Coffee House",99.0816374,18.7647206,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1474870808","Ninety-Four Coffee",98.968295,18.768134,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1474871817","Ninety-Four Coffee",98.96832,18.7691764,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1474872064","Caffe Ritazza",98.9683286,18.7693728,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1474872898","Black Canyon Coffee",98.9682865,18.7703675,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","PH,Mo-Su 06:00-23:00"
"1477503682","โรซาร์ เพลส",98.9966895,18.7835505,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1477518782",NA,98.9940509,18.7795004,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mi-Su 08:30-15:30"
"1477720119","Hawaiian Son",98.9945047,18.7820876,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1477737616","Born 2",98.9958003,18.7837594,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1491288310","Juice",98.990484,18.7910608,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1491288849","Chiang Mai Tea House",98.990241,18.7910105,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1491320808","City Cafe",98.9918228,18.7903749,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Sa 09:00-18:00"
"1496929137","Indy Coffee",99.0474611,18.758709,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 07:00-19:00"
"1517466209",NA,98.8227309,18.9359821,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1517513409","32km Coffee Hill",98.7040518,19.132967,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","07:00-17:00"
"1517514449","Le Vintage",98.6925232,19.1526809,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1526074376","Raming Tea Estate",98.9211993,19.2650205,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1548373092",NA,99.0152029,18.7597471,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1595585867","Java Coffee",98.9944772,18.7878381,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1598982582",NA,98.9889753,18.7880705,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1598984446","Wawee Coffee",98.9901618,18.7878605,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1615247948","Fat Cat",98.9949689,18.7628698,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1618868154","กูดมอนิ่งเชียงใหม่",98.9852954,18.7834021,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1618868156","Doi Chaang",98.9899659,18.7823754,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1685453396","Arom D Shop",98.998772399999993,18.7700105,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1686520700",NA,98.974255,18.8084546,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1761734569",NA,98.378331,18.6704528,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1792667288",NA,99.3995497,20.0520265,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1796986984","Ming Muang",98.9666391,18.7977747,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1796992462","Wawee Coffee",98.9670413,18.7975594,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1796992466","Aroma",98.9674348,18.7977215,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1797000716","9th Street",98.9682308,18.7974297,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1797000726","Tea Tales",98.9683462,18.7974296,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1797002637","Marble Arch",98.968367,18.7973862,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","09:00-24:00"
"1797019229","O-B-One Coffee & Juice",98.9699966,18.7973154,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1797039541","Dejavu Cafe",98.9696581,18.7967367,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1797049148","La Genoise",98.9670338,18.7966837,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1819858250","ร้านกาแฟบ้านแม่มด",98.6707079,19.2182494,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1819897327","Doi Chaang",99.0032854,18.7422351,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1877384996",NA,99.1347723,18.8726288,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1895792122",NA,99.0506925,18.756235,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1903665319","Doi Chaang Coffee",98.9764231,18.7712587,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","07:00-21:00"
"1974754623","Kaffee Bitte",98.9566085,18.8486761,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1985325612",NA,99.1684711,19.8048303,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1985457974",NA,99.3521588,20.0650784,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"1985458244",NA,99.3518204,20.0650375,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2005925281","บ้านสวนกาแฟ",98.9137868,18.7597413,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 08:00-17:00"
"2005925282","พรีาว & พลีน",98.904993,18.7604978,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2039805560","Coffee Corner",99.0489814,18.7571736,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2039922767",NA,98.9896486,18.790668,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2039957239","บ้านลุงหมี",98.9868525,18.7883529,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2039958427",NA,98.9869107,18.7883502,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo 08:00-22:00; We-Su 08:00-22:00"
"2040022297","J. Ju Coffee",98.9899892,18.7855818,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2040042303","Juicy4U",98.9925659,18.7850847,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 07:00-15:00"
"2045679477","หมอกหลวง เชียงดาว",98.9500157,19.3831918,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2055855117","Kopi-O Cafe",98.9926927,18.7860192,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2074584720","Hugs Coffee",99.2847834,20.0271791,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2082864508","Kissa Cafe",98.9895215,18.7976964,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2085487654","Paper Spoon",98.9529275,18.7808857,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2095788662","กลิ่นละมุน",99.0399276,18.7962642,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2099411773","Cosmos Cafe",98.9661312,18.7946677,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2099411789","Wawee Coffee",98.964613,18.7978619,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2104376722","Na Na Croissant and Coffee",98.9790419,18.8040817,"http://www.nana-bakery-chiang-mai.com/","Tu-Su 07:00-18:00"
"2105726947","Ristr8to",98.9672198,18.7991022,"https://www.ristr8to.com/","We-Mo 07:08-20:08"
"2105737204","Hillkoff Coffee Sales & Service",98.9866895,18.7984455,"http://hillkoff.tarad.com",NA
"2124797950","Sangdee",98.9714631,18.7958435,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2125935593",NA,98.9994061,18.7883213,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2183015152",NA,98.992148,18.9600392,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2183806667",NA,98.9586846,19.1918594,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2187932054","Hom Groon Coffee",99.0299923,18.7956012,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2190918720",NA,98.8590298,19.1545971,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2190918913",NA,98.8881808,19.2004183,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2195684384",NA,98.9646098,19.4556655,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2195951195",NA,98.9659029,19.3725118,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2211037641",NA,98.9934816,18.7841295,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2229123276",NA,98.7049896,18.8615294,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2299123487",NA,99.2300841,18.7465532,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2308000157",NA,99.0840133,18.7396754,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2404044286","Akha Ama Phrasingh",98.9832565,18.7884334,"http://www.akhaama.com/","Mo-Sa 08:00-18:00; Su 08:00-20:00"
"2414298003","Cafe de Sirin",98.9988636,18.7872085,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2417600317",NA,99.0999108,18.8566004,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2419667430","Rajdamnoen Coffee",98.9853463,18.7882024,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2428725795",NA,98.9949414,18.8074891,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434773550","Au choix",98.955317,18.801952,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434777647","Him Tang",98.9541472,18.8030234,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434783251","กาแฟรัฐศาสตร์",98.954184,18.803659,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434783680","Smile Coffee",98.9524658,18.7961626,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434785831","Double Click Cafe",98.9529954,18.8036767,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434787311","PAK Cafe",98.9523157,18.803894,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Sa 09:00-17:00"
"2434788491","ฝ้ายเบเกอรี่",98.9518461,18.8017106,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434791094","Kopi Gusto",98.953546,18.801594,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434791424","C.M.U Bookstore Coffee",98.952814,18.8015102,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434791784","The Chalatte",98.9504487,18.8019507,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2434793620","ฝ้ายเบเกอรี่",98.9571127,18.7941323,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2438922443",NA,99.0120562,18.920273,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2442812998","Pacamara",98.9866577,18.7883537,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2450538522","Doi Chaang",99.0120337,18.8282003,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2466309811",NA,98.9818942,18.7858939,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2466333305","Coffee in Narrow",98.9897921,18.7872314,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2466401386","NAP'S Coffee Roaster",98.9849839,18.7895742,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2468772713",NA,98.9843786,18.8020156,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2488959596","ร้านกาแฟชมนกชมไม้",99.355712,18.8658954,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","08:00-17:00"
"2494459527","Jack's Coffee & Bakery",99.3604489,20.0584914,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2494631745","ไร่นท-ภูผา",98.7526357,18.8547824,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2505598106","ไอเบอร์รี่",98.9689346,18.7942473,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 10:30-22:00"
"2517085338","Black Canyon",99.0138363,18.8243832,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"2519563448","Cafe Amazon",99.0118848,18.8285283,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 06:00-18:00"
