"match_status","place_id","osm_id","dist_m","name","lat","lon","rating","user_ratings_total","any_url","opening_hours"
"matched","ChIJO-HUcQAB2zARJmstqXq4FR8","262581744",10.3920660842046,"coffee process",18.552878,98.4801852,4,9,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJ-SkVRd-d0DARTbyMb6ijx-c","868590987",2.0716349149248736,"Hug Ner Coffee",19.3786205,98.7216325,4.6,109,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJD7jyUnmn0DARJ-p_-7CAUIQ","1012161651",2.985832795903265,"Café Amazon",19.353153,98.9639651,3.9,21,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 07:00-19:00"
"matched","ChIJU6pxxtYt2jARXPFF1iaUji0","1017739602",1.1881078116896286,"Café Amazon",18.6786874,99.0494064,4.3,240,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 06:30-19:00"
"matched","ChIJZwRL7JUv2jAR_XloGK5LQC4","1029578473",4.12833125310136,"Café Amazon",18.7217171,99.0380523,4.2,170,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJ8WzeXg002jARYYNNaex1eOQ","1058639339",5.116805523749523,"Big C Hang Dong #2",18.6684192,98.9136551,4.1,48,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJDbyA6Vwv2jAR47CBqZ9zQ5s","1093720093",0.8119750139401513,"Love is coffee time",18.7662186,99.083002,4.9,45,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJw7JZ8qc62jARrSmQF4ONEoo","1101287698",6.258142520621114,"Cafe de L'Amour",18.781063,99.00074,4.6,429,"https://m.facebook.com/lamour.chiangmai","08:30-21:00"
"matched","ChIJH2JmRKQ62jARSAPBJj8iAjg","1101288715",4.128308537855208,"Starbucks",18.7837905,99.0001525,4.3,619,"https://www.starbucks.com/","Mo-Fr 06:30-23:00; Sa,Su 06:30-22:00"
"matched","ChIJ397BKGM62jARjFC4ar4naQ0","1127593959",12.465507662079476,"Starbucks Nimmanhemin Soi 9",18.79752569999999,98.9668167,4.4,971,"https://www.starbucks.com/",NA
"matched","ChIJZ6u0HwA52jARB_bCfxEGOHg","1169723115",17.83709210729718,"ร้าน สถานีวิจัยกาแฟ",18.8386966,98.8963676,NA,NA,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJdzMnejBV1zARROLhga_heI4","1248118434",0.801940199048758,"Café Amazon ปตท.พร้าว",19.3688295,99.2004166,4.4,36,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJY4wbJ17L0DARBAtFf5MdEBw","1348997661",4.884080863459251,"Baan Siri Coffee&Food",19.80501509999999,99.1679064,4.2,29,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 07:30-18:30"
"matched","ChIJA2PGXjAu2jARfBEAxliQvvE","1377321248",2.03945059050318,"Baan Yam Roll Cafe",18.7220458,99.0264582,4.6,427,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJ7agfwidw2jAR2tpAGWl__3M","1379206267",5.165510609677641,"Mee Jirakul orange garden & Mee Cafe",19.1214593,98.7046875,4.7,90,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJJUG3Z2Qv2jARLsbtkgwsKzs","1381345475",5.438789680849359,"Café Amazon",18.7698306,99.0715678,4.3,85,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJabACWOop2jARnIKbVPbrMQs","1388675491",6.723386180893656,"SAWDUST CAFÉ - ซอดัสท์คาเฟ่",18.7250562,99.1035364,4.5,169,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJ_zzQ05I72jARwUfdjmZvmOI","1460917962",1.327399404708203,"Tara Cafe' Coffee and bakery",18.8746104,98.9695091,4.6,78,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","Mo-Su 08:00-14:00"
"matched","ChIJCbg2SYkw2jARR1XARZpWlHw","1474872898",35.017397998676614,"Black Canyon ท่าอากาศยานเชียงใหม่ (Domestic Outside)",18.7701872,98.9680138,3.4,150,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip","PH,Mo-Su 06:00-23:00"
"matched","ChIJPWFm_v4L2jARJUwuC24pfnk","1526074376",18.537516522133252,"Raming Tea Estate",19.26485449999999,98.9212156,4.5,144,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJ5XWWiAw72jARn_YWoFpgNIo","1618868154",8.301354818419101,"GORD CHIANGMAI HOTEL",18.7834763,98.9852867,4.5,373,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJzTsa8TT82jAROqOOKCEsK64","1761734569",5.332119169076615,"Hot Coffee Guest House and Resort",18.6704784,98.3782882,4.4,236,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
"matched","ChIJt1erMX1w2jAR_j9Q6BfLpcs","1819858250",15.343086448718093,"Coffee Witch's House",19.2181948,98.6705737,4.3,896,"https://geodata.ucdavis.edu/gadm/gadm4.1/shp/gadm41_THA_shp.zip",NA
