"Name","Latitude","Longitude","MatchStatus","PlaceID","OsmID","Dist_m","Rating","UserRatingsTotal","URL","OpeningHours"
"492Ink.Tattoo & 492Coffee",18.9331855,99.01558740000002,"google_only","ChIJj2zRk5sj2jARGEd9NcbwlWs",NA,NA,5,1,NA,NA
"Aicoffee",18.9333302,99.0018424,"google_only","ChIJn09abQA92jAR_BRaX1WzgdA",NA,NA,NA,NA,NA,NA
"라이 미나",18.9334181,98.8157253,"google_only","ChIJaaULJiNB2jAR4BfpJFP9HN4",NA,NA,4.4,5,NA,NA
"ร้านกุ้งกั้งcoffeeมะพร้าวปั่นนมสด",18.9337403,98.9299608,"google_only","ChIJgylDFQA92jARbNGBVrz7b1E",NA,NA,NA,NA,NA,NA
"Big Bear Cafe & Bar",18.9342684,98.8222133,"google_only","ChIJ0VuhQQBB2jAR9ozJ1BvUkkk",NA,NA,5,11,NA,NA
"อันเดรคาเฟ่",18.9345392,98.8224392,"google_only","ChIJ56feMWBB2jARdSQZ4ppz2nQ",NA,NA,3.7,3,NA,NA
"อ้ายคำ​ กาแฟสด",18.9345574,98.8222157,"google_only","ChIJc2DAoWNA2jARYJ84KjCf81g",NA,NA,4.2,6,NA,NA
"Khon Doi Black Coffee",18.934682,98.8220888,"google_only","ChIJjTT4A7dB2jARoc8gDRr7zg0",NA,NA,4.7,10,NA,NA
"Fin Coffee & Smoothies",18.934761,99.2120593,"google_only","ChIJVVVVVZWK2TARP6z0sLuVEzk",NA,NA,NA,NA,NA,NA
"ร้านกาเเฟ PAZON COFFEE",18.9349108,98.4568082,"google_only","ChIJU4zFr5f12jARQQERIT6rTig",NA,NA,5,4,NA,NA
"Treecha",18.9351197,99.0019309,"google_only","ChIJ9xKoUAA92jARFWXyWeNr4Zs",NA,NA,NA,NA,NA,NA
"Mee to me สวนดอกไม้",18.9352528,98.8085799,"google_only","ChIJMfM9DABB2jAR3YdxlE_rQKM",NA,NA,4.5,2,NA,NA
"YODDOI Coffee",18.935308,98.824166,"google_only","ChIJywdi1npB2jARtg-U39sEtPM",NA,NA,4.7,176,NA,NA
"ร้านกาแฟคอร์โต้",18.9353167,98.9955848,"google_only","ChIJV99bRog92jARgd8oJJXP7_8",NA,NA,4.6,29,NA,NA
"the KHOD CHA coffee and roastery",18.9353179,98.925106,"google_only","ChIJT4v7il892jARf91RWHFDhkc",NA,NA,NA,NA,NA,NA
"บ้านร่มไม้คาเฟ่ (ฺBaanRomMaiCafe)",18.9354488,98.9716396,"google_only","ChIJLfpPKgA92jARtlnL5b4khgY",NA,NA,4.5,4,NA,NA
"Rai Phor Doi Coffe & Restaurant",18.9355873,98.8153709,"google_only","ChIJfaw2ZJxB2jARGyVYbevIckA",NA,NA,4.2,114,NA,NA
"Longitude café",18.9357357,98.9187116,"google_only","ChIJz43aRsM_2jAR0JpaPrfjhQw",NA,NA,NA,NA,NA,NA
"311 Home Cafe",18.9358923,99.0181642,"google_only","ChIJhyBfH9c92jAR228wVtm8EZ8",NA,NA,5,1,NA,NA
"Nong Hoi Cafe",18.9359443,98.8079555,"google_only","ChIJI38u3c9B2jARjPdX64hfLlY",NA,NA,NA,NA,NA,NA
"Ma Ma Coffee",18.9359818,98.8157729,"google_only","ChIJdwMLdwBB2jAR3DqZaxASKbY",NA,NA,NA,NA,NA,NA
"ชมวิวติ้วแฟ",18.93610899999999,98.8221209,"google_only","ChIJx_aJ_D9B2jAROyWD9OKTvzA",NA,NA,4.5,17,NA,NA
"กาแฟเทพเสด็จ",18.9361578,99.3766651,"google_only","ChIJGZ-f1MGT2TAR8EydCetAT5M",NA,NA,4.5,17,NA,NA
"Skywalk MonJam",18.9365405,98.82179800000002,"google_only","ChIJrzQw9nJB2jARM1iOqxFPPxg",NA,NA,4.5,163,NA,NA
"บ้านสวนบูมแบม ริเวอร์วิว",18.9366545,99.2368335,"google_only","ChIJoQ5ybgCL2TARbLyOhhz9G8E",NA,NA,4.7,27,NA,NA
"NangBaDai",18.9367645,99.2365616,"google_only","ChIJxxbURwCL2TARimdLIDdRP2I",NA,NA,4.8,13,NA,NA
